../real_life_graphs/deezer.clq,40,42,55,11,54,20,289,6,126,6,261,6
../real_life_graphs/deezer_large.clq,334,1662,191,416,222,747,2641,730,499,730,2457,730
../real_life_graphs/facebook_artists.clq,571,1737,194,355,223,436,3729,326,374,326,3733,326
../real_life_graphs/facebook_news.clq,39,32,63,31,63,31,371,2,121,2,367,2
../real_life_graphs/git.clq,199,593,87,24,90,24,894,3,187,24,858,3
../real_life_graphs/my_friends_vk.clq,0,73,0,76,0,55,4,5,0,5,4,5
../real_life_graphs/twitch_es.clq,7,304,8,134,8,188,59,91,13,91,65,91
